,organisation_id,organisation_name,date_lower,date_upper,host_country
1281,345,"US Air Force Military Satellite Communications Wing, AFSMC, LAAFB",2006-11-01,,Unknown
1282,346,US Air Force Rapid Capabilities Office,2003-11-01,,Unknown
1283,347,"US Air Force Rome Labs, Griffiss AFB",1951-11-01,1997-11-01,Unknown
1284,348,US Air Force Research Laboratories/RV (Space Vehicles Directorate),1997-10-01,,Unknown
1285,349,"Operationally Responsive Space Office, Dept. of Defense",1997-10-01,,Unknown
1286,350,US Air Force Space and Missile Center,1992-07-01,,Unknown
1287,351,"US Air Force Sec. AF, Office of Satellite and Missile Systems",1960-09-01,,Unknown
1288,352,US Air Force Space Command,1982-09-01,,Unknown
1289,353,US Air Force Space Systems Division,1961-04-01,1967-07-01,United States
1290,354,"Alascom, Inc. (Pacific Telecom)",1979-11-01,1995-11-01,Unknown
1291,355,Al Yah Satellite Communications Co. PrJsc,2009-11-01,,Unknown
1292,356,AMSAT-US,,,Unknown
1293,357,AMSAT-Brasil,,,Unknown
1294,358,RCA Americom,1976-03-01,1986-11-01,Unknown
1295,359,GE Americom,1986-11-01,2001-11-01,Unknown
1296,360,RCA Global Communications Inc.,1975-11-01,1976-03-01,Unknown
1297,361,SES Americom,2001-11-01,2009-09-01,Unknown
1298,362,AMSAT-Germany,,,Unknown
1299,363,AMSAT-Italia,,,Unknown
1300,364,AMSAT-Argentina,1987-06-01,,Argentina
1301,365,AMSAT North America  (Radio Amateur Satellite Corp),1969-03-03,,Unknown
1302,366,AMSAT-Russia,,,Unknown
1303,367,American Mobile Satellite Corp.,1988-05-01,2000-06-01,Unknown
1304,368,AMSAT India (AMSAT-VU),2001-10-01,,Unknown
1305,369,JHU-Applied Physics Lab,1953-11-01,,Unknown
1306,370,Aprize Satellite Inc.,2001-05-01,,Unknown
1307,371,Asia Pacific Telecom,1992-11-01,,Unknown
1308,372,"Arabsat, Arab League",1976-11-01,,Unknown
1309,373,"NASA Ames Research Center, Moffett Field",1939-12-01,,Unknown
1310,374,"Advanced Research Projects Agency, U.S. DoD",1958-02-07,1972-03-23,Unknown
1311,375,Andoya Research Range,1962-11-01,,Unknown
1312,376,US Army Topographic Command,1968-09-01,1972-07-01,United States
1313,291,Intelsat Ltd.,2001-07-01,2009-12-15,Unknown
1314,293,Inmarsat Ltd.,1999-04-15,,Unknown
1315,290,Eutelsat S.A.,2001-07-01,,Unknown
1316,292,Intelsat S.A.,2009-12-15,,Unknown
1317,1609,Georgia Institute of Technology,1885-10-01,,Unknown
1318,1617,High Performance Space Structure Systems GmbH,2012-12-12,,Unknown
1319,1621,JV Ghalam LLP,2010-01-01,,Unknown
1320,377,Advanced Space Business Corporation,2002-11-01,,Unknown
1321,378,Italian Space Agency,1988-11-01,,Unknown
1322,379,"Asia Satellite Telecom, Hong Kong",1988-11-01,,Unknown
1323,380,Arizona State University,1885-11-01,,United States
1324,381,Astronautic Technology (M) Sdn Bhd,,,Unknown
1325,382,American Telephone and Telegraph Co.,1962-11-01,1996-11-01,Unknown
1326,383,Auburn University,1856-01-01,,Unknown
1327,384,Astronomical Institute of the Czech Academy of Sciences,1992-11-01,,Unknown
1328,385,"Aussat Pty, Australia",1982-11-01,1992-01-01,Unknown
1329,386,Avanti Communications Group plc,2007-11-01,,Unknown
1330,387,Babakin Science and Research Space Center,1965-11-01,,Unknown
1331,388,National Space Activities Commission,1991-05-28,,Unknown
1332,389,Bigelow Aerospace,1999-11-01,,Unknown
1333,390,Binariang Satellite Systems Sdn. Bhd.,1993-11-01,2001-11-01,Malaysia
1334,391,Space Science Division,1992-11-01,,Unknown
1335,392,Beijing Landview Mapping Information Technology Co.,2004-11-01,,Unknown
1336,393,Boeing Launch Services,1990-11-01,,Unknown
1337,394,Ministry of Education and Science,1969-09-01,1994-11-01,Unknown
1338,395,Budapest University of Technology and Economics,1782-11-01,,Unknown
1339,396,Ballistic Missile Defense Organization,1993-11-01,2002-11-01,Unknown
1340,397,"British National Committee for Space Research, Royal Society",1958-11-01,1965-11-01,Unknown
1341,398,British National Space Center,1985-11-01,2010-04-01,Unknown
1342,399,Boeing Space Systems (HB),1996-12-01,,Unknown
1343,400,Alma Mater Studiorum Universita di Bologna,1088-11-01,,Italy
1344,401,"BONUM-1 Co., Media Most",1996-11-01,2003-11-01,Unknown
1345,402,Sea Launch Inc.,1997-11-01,2010-11-01,Unknown
1346,403,University of Bremen,1971-11-01,,Unknown
1347,404,Broadcasting Satellite System Corp.,1993-04-13,,Unknown
1348,405,British Satellite Broadcasting,1986-11-01,1990-12-01,Unknown
1349,406,NASA Beltsville Space Center,1959-01-15,1959-05-01,Unknown
1350,407,University of Bucharest,1864-11-01,,Unknown
1351,408,Federal Office of Defense Technology and Procurement,1957-11-01,,Unknown
1352,409,California Polytechnic State University,1901-11-01,,Unknown
1353,410,"Chinese Academy of Launch Vehicle Technology, Beijing",1957-11-11,,China
1354,411,AMSAT-China (CAMSAT),2009-11-01,,Unknown
1355,412,China Aerospace Sci/Tech Corp,1999-11-01,,Unknown
1356,413,Ciel Satellite Group,2004-11-01,,Unknown
1357,414,Chiba University,1901-11-01,,Unknown
1358,415,China Satellite Communications Crop.,1983-11-01,2001-12-19,Unknown
1359,416,China Satellite Communications Corp. Group (China Satcom),2001-12-19,2009-04-01,Unknown
1360,417,China Satellite Communications Corp. Group (China Satcom),2009-04-01,,Unknown
1361,418,China Orient Telecom Satellite Co. Ltd.,1995-04-01,2008-04-01,Unknown
1362,419,"Central Intelligence Agency, USA",1947-07-26,,Unknown
1363,420,University of Colorado-Lab for Atmospheric and Space Physics,1965-11-01,,Unknown
1364,421,China Manned Space Engineering Office,1999-11-01,,Unknown
1365,422,National Research Council (Italy),1923-11-01,,Unknown
1366,423,China National Space Administration,1993-11-01,,Unknown
1367,424,Intersputnik Intl. Org of Space Comms.,1971-11-15,,Unknown
1368,425,Indian Space Research Organization,1969-11-01,,Unknown
1369,426,National Space Technology Center (Algeria),2002-11-01,,Unknown
1370,427,"Comsat General Corp., Washington D.C.",1963-11-01,1998-09-01,Unknown
1371,428,Com Dev International,1974-11-01,,Unknown
1372,429,CONAE Tabanera Space Center,1991-05-28,,Unknown
1373,430,Contel ASC Inc.,1985-11-01,1991-11-01,Unknown
1374,431,University Aeronautical Institute,1991-11-01,,Unknown
1375,432,Communications Research Center,1969-11-01,,Unknown
1376,433,Cooperative Research Centre for Satellite Systems,1998-11-01,2005-12-31,Unknown
1377,434,Italian Space Research Commission,1959-11-01,,Unknown
1378,435,Centre Royal de Teledetection Spatiale,,,Unknown
1379,436,Canadian Space Agency,1989-12-14,,Unknown
1380,437,Cabinet Satellite Intelligence Center,2003-11-01,,Unknown
1381,438,"Council on Scientific and Industrial Research, South Africa",1945-11-01,,Unknown
1382,439,German Space Affairs Agency,1989-11-01,1997-11-01,Unknown
1383,440,Defense Advanced Research Projects Agency,1972-03-23,1993-02-22,Unknown
1384,441,Defense Advanced Research Projects Agency,1996-02-10,,Unknown
1385,442,Daimler-Benz Aerospace Raumfahrt-Infrastruktur (DASA RI),1989-12-01,2000-07-10,Unknown
1386,443,DBP Telecom,,,Unknown
1387,444,Deimos Space S.L.,2001-06-01,,Unknown
1388,445,Technische Universiteit Delft,1986-11-01,,Unknown
1389,446,Defense Evaluation and Research Agency,1995-04-01,2001-07-01,Unknown
1390,447,General Delegation for Ordnance,1977-11-01,,Unknown
1391,448,DigitalGlobe,2002-11-01,,Unknown
1392,449,DMC International Imaging,2004-11-01,,Unknown
1393,450,Danish Meteorological Institute,1872-11-01,,Unknown
1394,451,Defense Research Agency,1991-04-01,1995-04-01,Unknown
1395,452,"Defense Research Telecommunications Establishment, Canada",1951-11-01,1969-11-01,Unknown
1396,453,UK Dept. of Scientific and Industrial Research,1917-11-01,1965-11-01,Unknown
1397,454,Technical University of Denmark,1829-11-01,,Unknown
1398,455,DirecTV,1994-11-01,,Unknown
1399,3727,Yuncheng Satellite Tech Co Ltd.,2023-01-01,,Unknown
1400,457,Echostar Communications Corp,1980-11-01,2007-12-01,Unknown
1401,458,Echostar Corp,2007-12-01,,Unknown
1402,459,Echostar/Hughes Satellite Systems Corp,2011-11-01,,Unknown
1403,460,China Meteorological Administration,1941-11-01,,Unknown
1404,461,Emirates Institution for Advanced Science and Technology,2008-11-01,,Unknown
1405,462,"Energia Logistics Ltd, (ELUS)",2010-11-01,,Unknown
1406,463,Embratel (Empresa Brasileira de Telecomunicacoes) Satellite Div,1965-11-01,,Unknown
1407,464,Electro-Optical Systems Pty Ltd.,1983-11-01,,Unknown
1408,465,SES Astra,1985-11-01,2011-11-01,Unknown
1409,466,SES Engineering (Luxembourg),2005-12-01,,Unknown
1410,467,SES Sirius AB,2005-12-01,,Unknown
1411,468,SES Satellite Leasing Ltd. (Isle of Man),2005-12-01,,Unknown
1412,469,SES New Skies Satellites B.V.,2006-09-01,2009-09-01,Unknown
1413,470,SES World Skies (Princeton),2009-09-01,,Unknown
1414,471,Samara State Aerospace University,1992-11-01,,Unknown
1415,472,Spacehab Inc.,1984-11-01,,Unknown
1416,473,Shin Satellite Plc.,1999-08-01,2008-04-10,Unknown
1417,474,Space Industries Inc,1982-11-01,1992-11-01,Unknown
1418,475,Space Imaging Inc,1994-11-01,2006-11-01,Unknown
1419,476,PT Satellit Palapa Indonesia (Satelindo),1993-11-01,2003-11-01,Unknown
1420,477,Sino Satellite Communications Co. (Sinosat),1994-05-01,,Unknown
1421,478,Sirius Satellite Radio Inc,1999-11-18,2008-08-05,Unknown
1422,479,Sirius XM Radio Inc,2008-08-05,,Unknown
1423,480,Space International Services,2005-11-01,,Unknown
1424,481,Sky Perfect JSAT Corp.,2008-08-01,,Unknown
1425,482,SK Telecom,1997-03-01,,Unknown
1426,483,SkyTerra LP,2008-12-01,,Unknown
1427,484,"USAF Space and Missile Center, TEV directorate",1995-07-01,2001-06-29,Unknown
1428,485,US Army Space and Missile Defense Command (USASMDC),1997-10-01,,Unknown
1429,486,US Special Operations Command,1987-11-01,,Unknown
1430,487,Western Union Telegraph Corp.,1971-11-01,,Unknown
1431,488,XM Satellite Radio Holdings (XM),1988-11-01,2008-07-01,Unknown
1432,489,Eurasiasat,1996-11-01,,Unknown
1433,490,Eurasiasat-Golbasi (Satellite control center),1996-11-01,,Unknown
1434,491,Earth Watch Inc,1995-01-01,2002-11-01,Unknown
1435,492,exactEarth Ltd.,2009-11-01,,Unknown
1436,493,"Fuerza Area de Chile, ECS Fasat, Los Cerrillos AFB",1930-11-01,,Unknown
1437,494,Final Analysis Inc,1993-11-01,2002-11-01,Unknown
1438,495,Lebedev Physical Institute,1934-11-01,,Unknown
1439,496,France Telecom,,,Unknown
1440,497,OAO Gazkom,1992-11-01,2008-12-01,Unknown
1441,498,General Dynamics Astronautics,1961-06-01,1965-02-01,Unknown
1442,499,General Dynamics Commercial Launch Service,1988-11-01,1994-05-01,Unknown
1443,500,State Surveying and Mapping Geographic Information Bureau,1959-11-01,,Unknown
1444,501,General Dynamics Space Systems Division,1985-03-01,1994-05-02,Unknown
1445,502,GE Capital Satellites (Gibraltar) Ltd.,1997-11-01,2001-11-01,Unknown
1446,503,GeoEye Inc. (on Orbital campus),2006-01-01,2011-01-01,Unknown
1447,504,Geoforschungszentrum Potzdam,1992-01-01,,Unknown
1448,505,Geo-Informatics and Space Technology Development Agency,2000-11-01,,Unknown
1449,506,Globalstar LLC,1991-11-01,,Unknown
1450,507,United Launch Alliance/Boeing,2006-12-01,,Unknown
1451,508,United Launch Alliance/Lockheed Martin Astronautics,2006-12-01,,Unknown
1452,509,University of Louisiana-Lafayette,1999-11-01,,Unknown
1453,510,University of Michigan,1837-11-01,,Unknown
1454,511,National Autonomous University of Mexico,1910-11-01,,Unknown
1455,512,University Space Engineering Consortium,2008-11-01,,Unknown
1456,513,Upravleniye Nachalnika Kosmicheskikh Sredstv,1986-04-24,1991-11-01,Unknown
1457,514,Upravleniye Nachalnika Kosmicheskikh Sredstv RF,1991-11-01,1992-11-01,Unknown
1458,515,University of Surrey Dept. of Electronic and Electrical Eng.,1968-11-01,1985-11-01,Unknown
1459,516,Polytechnic University of Madrid,1971-11-01,,Unknown
1460,517,United States Army,1775-06-14,,Unknown
1461,518,United States Air Force,1947-09-18,,Unknown
1462,519,United States Air Force Academy,1954-11-01,,Unknown
1463,520,"ISI-SERC, USC Marina Del Rey Campus",1880-11-01,,Unknown
1464,521,Institute for Unmanned Space Experiment Free Flyer,1986-11-01,,Unknown
1465,522,Sergio Arboleda University,1984-11-01,,Unknown
1466,523,United States Navy,1775-11-01,,Unknown
1467,524,US Naval Academy,1845-11-01,,Unknown
1468,525,US Naval Postgraduate School,1909-11-01,,Unknown
1469,526,"Utah State University, Space Dynamics Lab, (SDL)",1959-11-01,,Unknown
1470,527,University of Toronto Inst. of Aerospace Studies,1963-11-01,,Unknown
1471,528,Hawk Institute for Space Sciences,2006-11-01,,Unknown
1472,529,Hughes Communications Galaxy Inc,1985-11-01,1997-05-01,Unknown
1473,530,Hughes Communications Inc.,,1997-05-01,Unknown
1474,531,"HellasSat Consortium Ltd., OTE Group",2001-08-01,,Unknown
1475,532,Hisdesat Servicios Estrategicos SA,2001-07-17,,Unknown
1476,533,Hispasat SA,1989-11-01,,Unknown
1477,534,Hughes Network Systems,1987-11-01,2011-11-01,Unknown
1478,535,Hokkaido Institute of Technology,1967-04-01,,Unknown
1479,536,Horizons Satellite LLC (Intelsat/JSAT),2005-11-01,,Unknown
1480,537,Hughes Space and Comms. Co (Hughes Satellite Systems),1961-11-01,2000-10-01,Unknown
1481,538,GLONASS Information-Analytic Center,1995-11-01,,Unknown
1482,539,IAI Space Communications Ltd.,1993-11-01,,Unknown
1483,540,ICO Global Communications (Holdings) Ltd,2000-05-01,2010-11-01,Unknown
1484,541,ICO North America,2000-11-01,2009-08-01,Unknown
1485,542,Israel Defense Forces (IAF Israeli Air Force),1948-11-01,,Unknown
1486,543,"Indian Institute of Technology, Kanpur",1959-11-01,,Unknown
1487,544,Interkosmos,1967-04-01,,Unknown
1488,545,Institut Kosmicheksiye Issledovaniya,1965-11-01,,Unknown
1489,546,ImageSat (Tel-Aviv),1997-11-01,,Unknown
1490,547,Insitute of Medical-Biological Problems,1963-11-01,,Unknown
1491,548,PT. Media Citra Indostar,1991-07-22,,Unknown
1492,549,Indosat,2003-11-01,,Unknown
1493,550,"Instituto Nacional de Engenharia, Tecnologia e Inovacao",1970-11-01,,Unknown
1494,551,Interferometrics Inc,,,Unknown
1495,552,AO Informkosmos,1992-11-01,2000-11-01,Unknown
1496,553,National Institute of Aerospace Technology,1942-11-01,,Unknown
1497,554,Swedish Inst of Space Physics,1987-11-01,,Unknown
1498,555,Iridium Inc.,1991-11-01,2000-12-01,Unknown
1499,556,Iridium Satellite LLC,2000-12-01,,Unknown
1500,557,Iranian Space Agency,2004-11-01,,Unknown
1501,558,Israeli Space Agency,1983-11-01,,Unknown
1502,559,Institute of Space and Aeronautical Sciences,1964-04-01,1981-04-01,Unknown
1503,560,Institute of Space and Astronautical Sciences,2003-10-01,,Unknown
1504,561,Institute of Space and Astronautical Sciences,1981-04-01,1989-04-01,Unknown
1505,562,Institute of Space and Astronautical Sciences,1989-04-01,2003-10-01,Unknown
1506,563,Bundesamt f. Inf.management und Informationstechnik der Bundeswehr,,,Unknown
1507,564,Iran Telecommunication Research Center,1970-11-01,,Unknown
1508,565,Istanbul Technical University,2007-11-01,,Unknown
1509,566,"Inst. of Terrestrial Magnetism, Ionos. and RW Prop.",1940-01-01,,Unknown
1510,567,Japanese Amateur Radio League,1926-11-01,,Unknown
1511,568,Japan Aerospace Exploration Agency,2003-10-01,,Unknown
1512,569,Japan Civil Aviation Bureau (Board),,,Unknown
1513,570,"JCSAT (Japan Communications Satellite Corp), Nippon",1985-04-01,1993-08-01,Unknown
1514,571,Japan Meteorological Agency,1956-11-01,,Unknown
1515,572,Jet Propulsion Lab,1944-11-01,,Unknown
1516,573,Japan Satellite Systems Inc,1993-08-01,2008-08-01,Unknown
1517,574,NASA Johnson Space Flight Center,1973-02-17,,Unknown
1518,575,King Abdul Aziz City for Science and Technology,1985-11-01,,Unknown
1519,576,Kagawa Daigaku (Kagawa U.),1949-11-01,,Unknown
1520,577,Kagoshima Daigaku,1949-11-01,,Unknown
1521,578,Korolev Aviation Institute,1967-11-01,1992-11-01,Unknown
1522,579,Korea Advanced Institute for Space Technology,1971-11-01,,Unknown
1523,580,Korea Aerospace Research Institute,1989-10-01,,Unknown
1524,581,Kazakh National Space Agnecy,1993-09-25,,Unknown
1525,582,KB-1 OKB-41 (Savin),1962-11-01,1973-11-01,Unknown
1526,583,Khrunichev State Research and Production Center,1998-11-01,,Unknown
1527,584,Tokyo Metropolitan Coll. Aero. Eng.,1962-11-01,,Unknown
1528,585,Russian Satellite Communications Co.,2001-04-19,,Unknown
1529,586,Korea Telecom,,,Unknown
1530,587,MKK Kosmotras,1997-11-01,,Unknown
1531,588,Russian Space Forces,2001-06-01,2011-12-01,Unknown
1532,589,"Kyushu Inst. of Technology, Cent. Nanosatellite Testing, Tobata Campus",2004-11-01,,Unknown
1533,590,Land Group,1990-11-01,,Unknown
1534,591,Lembaga Penerbangan dan Antariksa Nasional/LAPAN,1964-11-27,,Unknown
1535,592,NASA Langley Research Center,1958-10-01,,Unknown
1536,593,NASA Lewis Research Center,1958-11-01,1999-03-01,Unknown
1537,594,Lockheed Martin Astronautics,1995-03-15,2003-01-01,Unknown
1538,595,Lockheed Martin Commercial Space Systems/Sunnyvale,1996-11-01,,Unknown
1539,596,Lockheed Martin Intersputnik,1997-11-01,1999-11-01,Unknown
1540,597,"Lockheed Martin Space Systems (Denver), Astronautics Operations",2003-11-01,,Unknown
1541,598,SS/Loral,1990-10-01,,Unknown
1542,599,Loral Orion,1998-03-20,2005-11-21,Unknown
1543,600,Loral Skynet,1996-11-01,2007-10-01,Unknown
1544,601,Loral Skynet do Brazil,2004-11-01,,Unknown
1545,602,LuxSpace Sarl (OHB),2004-11-01,,Unknown
1546,603,Department of Defense,1947-09-18,,Unknown
1547,604,Ministry of Aviation Industry,1956-11-01,1993-11-01,Unknown
1548,605,"Moscow Aviation Institute, Student KB Iskra",1933-11-01,,Unknown
1549,606,Makeev Design Bureau,1993-11-01,,Unknown
1550,607,MBB,1968-11-01,1989-12-01,Unknown
1551,608,Mobile Broadcasting Corp,1998-05-01,2009-03-01,Unknown
1552,609,Missile Defense Agency,2002-11-01,,Unknown
1553,610,McDonnell Douglas Astronautics/HB,1967-11-01,1996-12-01,Unknown
1554,611,Measat,2001-11-01,,Unknown
1555,612,Meggiorin Group,,,Unknown
1556,613,Melbourne Uni./Australis,1853-11-01,,Unknown
1557,614,Moscow State University,1755-11-01,,Unknown
1558,615,Martin Marietta Astronautics,1961-11-01,1995-03-15,Unknown
1559,616,MinOboroni,1953-03-01,1991-12-01,Unknown
1560,617,"Ministry of Defence, London",1964-11-01,,Unknown
1561,618,"NPO Molniya, Tushino Mash. Zavod.",1976-11-01,,Unknown
1562,619,Ministry of General Machine Building,1965-03-01,1992-02-01,Unknown
1563,620,Ministry of Geology and Conservation,1953-11-01,1991-12-01,Unknown
1564,621,Russian Ministry of Defense,1991-12-01,,Unknown
1565,622,Mozhaiskiy Military Space Academy,1990-11-01,,Unknown
1566,623,Max Planck Institut fur Extraterrestrische Physik,,,Unknown
1567,624,Mabuhay Philippines Satellite Corp,1996-01-01,2009-11-01,Unknown
1568,625,NASA Manned Spacecraft Center,1962-03-01,1973-02-17,Unknown
1569,626,NASA Marshall Space Flight Center,1960-11-01,,Unknown
1570,627,"Montana State University, Bozeman",1893-11-01,,Unknown
1571,628,Ministry of Comms. Union Radio Comms.,1968-11-01,1992-11-01,Unknown
1572,629,Nahuelsat SA,1994-11-01,2010-11-01,Unknown
1573,630,Koku Ucyu Gijyutsu Kenkyujyo (National Aerospace Lab),1961-02-01,2003-10-01,Unknown
1574,631,National Authority for Remote Sensing and Space Science,1994-11-01,2019-07-31,Unknown
1575,632,National Aeronautics and Space Administration,1958-10-01,,Unknown
1576,633,National Space Development Administration,1969-10-01,2003-10-01,Unknown
1577,634,USN Naval Air Systems Command (NAVAIR),1966-05-01,,Unknown
1578,635,New Dawn Satellite Co. (Intelsat/Convergence Partners),2009-11-01,,Unknown
1579,636,Norwegian Defense Research Establishment,1946-11-01,,Unknown
1580,637,Northrop Grummann Aerospace Systems,2009-11-01,,Unknown
1581,638,"Nigcomsat (Nigerian Comm. Sat. Ltd, Federal Ministry of Science and Tech)",2004-11-01,,Unknown
1582,639,Japan Broadcasting Corp.,1925-03-01,,Unknown
1583,640,Nihon Daigaku University,1889-11-01,,Unknown
1584,641,NII-88 (Nauchno-Issledovatelniy Institut 88),1946-05-01,1967-11-01,Unknown
1585,642,Institute for Precision Instrument Engineering,1986-11-01,,Unknown
1586,643,Nilesat Inc,1996-07-01,,Unknown
1587,644,Netherlands Institute for Aeronautics and Spaceflight,,,Unknown
1588,645,Ukranian National Space Agency,,,Unknown
1589,646,Nitte Meenakshi Institute of Technology,2001-11-01,,Unknown
1590,647,National Oceanic and Atmospheric Administration,1970-10-03,,Unknown
1591,648,NPO Energiya,1974-07-01,1994-11-01,Unknown
1592,649,NPO Lavochkin,1965-11-01,,Unknown
1593,650,NPO Mashinostroenie,1983-11-01,,Unknown
1594,651,NPO Applied Mechanics,1977-11-01,1994-11-01,Unknown
1595,652,NPO Applied Mechanics,1994-11-01,2006-11-01,Unknown
1596,653,Naval Research Lab,1923-11-01,,Unknown
1597,654,National Reconnaissance Office,1960-08-25,1994-11-01,Unknown
1598,655,National Reconnaissance Office,1994-11-01,,Unknown
1599,656,National Security Agency,1952-11-04,,Unknown
1600,657,Nordiska Satellite AB,1982-11-01,2005-12-01,Unknown
1601,658,Norwegian Space Centre,,,Unknown
1602,659,National Science Foundation,1950-05-01,,Unknown
1603,660,National Satellite Meteorological Center,1971-11-01,,Unknown
1604,661,National Space Organization,2005-04-01,,Unknown
1605,662,National Space Program Office,1991-10-01,2005-04-01,Unknown
1606,663,"NationalSpace Research Development Agency, Nigeria",1998-11-01,,Unknown
1607,664,New Skies Satellites N.V.,1998-10-01,2006-09-01,Unknown
1608,665,Nippon Telephone and Telegraph Corp,1985-11-01,,Unknown
1609,666,Nippon Telepone and Telegraph DoMoCo,1992-07-01,,Unknown
1610,667,Nanyang Technological University,1991-11-01,,Unknown
1611,668,Nanjing University of Aeronautics and Astronautics,1952-11-01,,Unknown
1612,1118,UrtheCast,2013-01-01,,Unknown
1613,669,"National University of Defense Technology, Changsha",1970-11-01,,Unknown
1614,670,US Air Force Office of Aerospace Research,1961-04-01,1970-07-01,Unknown
1615,671,OHB (Orbital Hochtechnologie Bremen System GmbH),1985-11-01,,Unknown
1616,672,OKB-1 im. S.P. Korolev,1946-11-01,1966-03-06,Unknown
1617,673,OKB-1 Filial No. 3,1959-07-23,1967-11-01,Unknown
1618,674,OKB-10 (Reshetnev),1961-12-01,1977-11-01,Unknown
1619,675,OKB-52 (Chelomey),1954-11-01,1966-11-01,Unknown
1620,676,Yangel KB,1954-11-01,1965-11-01,Unknown
1621,677,Optus Communications Pty.,1992-01-01,2001-11-01,Unknown
1622,678,SingTel Optus Communications Pty,2001-11-01,,Unknown
1623,679,Orbcomm Inc.,1993-11-01,,Unknown
1624,680,Orbimage Inc (Orbital Imaging Corp),1992-11-01,2006-01-01,Unknown
1625,681,Orion Satellite Corp.,1982-11-01,1998-03-01,Unknown
1626,682,Orbital Sciences Corp.,1986-11-01,1993-11-01,Unknown
1627,683,Orbital Sciences Corp./Chandler,1988-11-01,,Unknown
1628,684,Contel Corporation,1976-11-01,1993-11-01,Unknown
1629,685,Orbital Sciences Corp.,1993-11-01,,Unknown
1630,686,OSC Germantown,1994-11-01,2000-11-01,Unknown
1631,687,Project OSCAR Inc.,1960-11-01,,Unknown
1632,688,Organization for Scientific and Industrial Research of Iran,,,Unknown
1633,689,Panamsat Corp,1984-11-01,2006-07-01,Unknown
1634,690,"Paradigm Secure Comms, Astrium Services",1999-11-01,,Unknown
1635,691,PT Perusahaan Umum Telekomunikasi (PT Perumtel),1974-11-01,1991-11-01,Unknown
1636,692,"Space Defence Force, USSR Armed Forces",1963-11-01,,Unknown
1637,693,"PO Polyot, Filial GKNPTs Khrunichev",2007-11-01,,Unknown
1638,694,Priroda Center GUGK,,,Unknown
1639,695,CSDB-Progress Factory,1996-04-12,,Unknown
1640,696,Protostar Ltd,2001-09-01,,Unknown
1641,697,PT Pasifik Satelite Nusantara,1992-11-01,,Unknown
1642,698,ZAO Puskovie Uslugi,1992-11-01,,Unknown
1643,699,Proto-Vozdhusnoy Oborony,1949-11-01,,Unknown
1644,700,Warsaw University of Technology,1826-11-01,,Unknown
1645,701,"QuakeFinder LLC, Palo Alto",2000-11-01,,Unknown
1646,702,Radio Amateur Club de L'Espace,,,Unknown
1647,703,Royal Aircraft Establishment,1918-04-01,1991-04-01,Unknown
1648,704,Rosaviakosmos (Rossiskoe aviatsionno-kosmicheskoe agentstvo),1999-11-01,2004-11-01,Unknown
1649,705,Rutherford Appleton Laboratory,1979-11-01,,Unknown
1650,706,Rainbow DBS Company LLC,2003-11-01,2005-01-01,Unknown
1651,707,RCA Astro Electronics (Astro Space),1957-11-01,1986-11-01,Unknown
1652,708,OAO M. Reshetnev Information Satellite Systems,2006-11-01,,Unknown
1653,709,RapidEye AG,1998-11-01,,Unknown
1654,710,Rosgidromet NITs Planeta,1991-11-01,,Unknown
1655,711,Rimsat,1992-04-01,1995-11-01,Unknown
1656,712,Rossiskoe aviatsionno-kosmicheskoe agentsvo (Rosaviakosmos),1992-02-01,1999-11-01,Unknown
1657,713,RKK Energiya,1994-11-01,,Unknown
1658,714,Universita di Roma la Sapienaza,1303-11-01,,Unknown
1659,715,Rossiskaya oboronnaya sportivno-tekhnicheskaya organizatsiya,1991-09-25,,Unknown
1660,716,RASCOM Star QAF,2002-11-01,,Unknown
1661,717,Russian Astronautical Federation,1992-11-01,,Unknown
1662,718,Strategic Rocket Forces,1960-11-01,1991-12-01,Unknown
1663,719,Russian Strategic Rocket Forces,1991-12-01,,Unknown
1664,720,Satelites Mexicanos SA de CV,1997-11-01,,Unknown
1665,721,Sandia National Laboratories (SNL-NM),1979-11-01,,Unknown
1666,722,Satellife Inc,1986-11-01,,Unknown
1667,723,"Satellite Business Systems, Inc. (IBM/Aetna/Comsat)",1975-12-15,1985-07-01,Unknown
1668,724,Space Communications Corp,1985-03-22,2008-08-01,Unknown
1669,725,Space Communications Corp (Sky Perfect JSAT),2008-08-01,2009-11-01,Unknown
1670,726,Secretaria de Comunicaciones y Transportes,1891-11-01,,Unknown
1671,727,Santa Clara University,1851-11-01,,Unknown
1672,3950,ATK Space Division,2007-06-01,2015-02-10,Unknown
1673,728,"Strategic Defense Initiative Organization, DoD",1984-11-01,1993-11-01,Unknown
1674,729,Sea Launch Limited Partnership,1997-11-01,2000-09-01,Unknown
1675,730,Sea Launch Limited Partnership,2000-09-01,2010-11-01,Unknown
1676,731,Students for the Exploration and Development of Space (HSV),,,Unknown
1677,732,"Societe Europeene des Satellites, Luxembourg",1985-11-01,,Unknown
1678,733,Soka Daigaku,1969-11-01,,Unknown
1679,734,"USAF Starfire Optical Range, AFRL",1993-11-01,,Unknown
1680,735,Sorun Corporation,2001-11-01,,Unknown
1681,736,"Space and Naval Warfare Systems Command, San Diego",2004-11-01,,Unknown
1682,737,SpaceQuest,1994-11-01,,Unknown
1683,738,SpaceX,2007-08-01,,Unknown
1684,739,UK Science Research Council,1965-11-01,1981-11-01,Unknown
1685,740,US Army Signal Corps RD Labs,1929-11-01,1962-08-01,Unknown
1686,741,SRM (Sri Ramaswamy Memorial) University,2006-11-01,,Unknown
