International Designator,NORAD Catalog Number,Satellite Name,Source,Launch Date,Launch Site,Object Type,Last Data
2010-007AF,43579,SL-12 DEB,CIS,2010-03-01,TYMSC,DEB,2019-03-30T22:33:18.208512
2010-007AG,43580,SL-12 DEB,CIS,2010-03-01,TYMSC,DEB,2018-08-13T21:02:01.679712
2010-007AH,43606,SL-12 DEB,CIS,2010-03-01,TYMSC,DEB,2022-11-24T20:36:06.713856
2010-007AJ,43607,SL-12 DEB,CIS,2010-03-01,TYMSC,DEB,2022-02-16T12:42:54.333792
2010-007AK,43608,SL-12 DEB,CIS,2010-03-01,TYMSC,DEB,2022-03-25T06:06:30.980736
2013-065F,43629,CZ-4C DEB,PRC,2013-11-20,TAISC,DEB,2024-11-10T04:44:43.140192
2010-007AM,43670,SL-12 DEB,CIS,2010-03-01,TYMSC,DEB,2020-01-23T19:50:32.684352
2010-007AN,43685,SL-12 DEB,CIS,2010-03-01,TYMSC,DEB,2019-05-07T16:26:37.433472
2010-007AL,43686,SL-12 DEB,CIS,2010-03-01,TYMSC,DEB,2023-12-16T00:09:19.998144
2010-007AP,43918,SL-12 DEB,CIS,2010-03-01,TYMSC,DEB,2019-10-06T09:01:23.731968
2005-050H,43919,SL-12 DEB,CIS,2005-12-25,TYMSC,DEB,2021-05-09T23:52:51.442176
2014-055G,43953,ATLAS 5 CENTAUR DEB,US,2014-09-17,AFETR,DEB,2020-04-10T17:44:34.949760
2014-055L,43957,ATLAS 5 CENTAUR DEB,US,2014-09-17,AFETR,DEB,2023-11-02T04:54:24.464448
2014-055T,43964,ATLAS 5 CENTAUR DEB,US,2014-09-17,AFETR,DEB,2023-03-11T16:13:25.002048
2014-055AA,43971,ATLAS 5 CENTAUR DEB,US,2014-09-17,AFETR,DEB,2024-10-30T10:03:58.117824
2014-055AD,43974,ATLAS 5 CENTAUR DEB,US,2014-09-17,AFETR,DEB,2024-10-01T05:35:46.103136
2014-055AG,43977,ATLAS 5 CENTAUR DEB,US,2014-09-17,AFETR,DEB,2021-01-07T04:09:29.712384
2014-055AH,43978,ATLAS 5 CENTAUR DEB,US,2014-09-17,AFETR,DEB,2019-01-25T00:14:31.380288
2014-055AJ,43979,ATLAS 5 CENTAUR DEB,US,2014-09-17,AFETR,DEB,2019-01-25T15:54:38.117952
2014-055AU,43989,ATLAS 5 CENTAUR DEB,US,2014-09-17,AFETR,DEB,2023-04-06T15:32:46.744800
2014-055AX,43992,ATLAS 5 CENTAUR DEB,US,2014-09-17,AFETR,DEB,2024-01-25T02:52:17.985504
2014-055AY,43993,ATLAS 5 CENTAUR DEB,US,2014-09-17,AFETR,DEB,2024-11-18T00:59:55.699296
2014-055BC,43997,ATLAS 5 CENTAUR DEB,US,2014-09-17,AFETR,DEB,2020-04-22T22:51:51.766272
2014-055BF,44000,ATLAS 5 CENTAUR DEB,US,2014-09-17,AFETR,DEB,2021-10-03T04:25:55.169184
2014-055BG,44001,ATLAS 5 CENTAUR DEB,US,2014-09-17,AFETR,DEB,2021-11-30T23:15:00.328320
2014-055BK,44004,ATLAS 5 CENTAUR DEB,US,2014-09-17,AFETR,DEB,2021-03-06T22:00:36.728064
2014-055BL,44005,ATLAS 5 CENTAUR DEB,US,2014-09-17,AFETR,DEB,2024-05-21T08:53:36.948192
2014-055BP,44008,ATLAS 5 CENTAUR DEB,US,2014-09-17,AFETR,DEB,2020-10-13T21:28:19.081056
2014-055BT,44012,ATLAS 5 CENTAUR DEB,US,2014-09-17,AFETR,DEB,2023-11-13T06:16:54.316128
2014-055BU,44013,ATLAS 5 CENTAUR DEB,US,2014-09-17,AFETR,DEB,2023-10-09T00:06:53.490528
1989-061BU,44055,USA 40 R/B DEB,US,1989-08-08,AFETR,DEB,2023-08-10T13:23:22.535808
1989-061BV,44056,USA 40 R/B DEB,US,1989-08-08,AFETR,DEB,2019-05-01T22:51:39.552768
2019-020E,44116,FREGAT R/B,CIS,2019-04-04,FRGUI,R/B,2024-07-25T16:40:48.576288
1991-076P,44302,USA 76 DEB,US,1991-11-08,AFWTR,DEB,2019-09-23T04:33:27.150048
1981-038G,44321,TITAN 34B DEB,US,1981-04-24,AFWTR,DEB,2022-05-04T08:18:48.769056
1988-077V,44362,TITAN 34D TRANSTAGE DEB,US,1988-09-02,AFETR,DEB,2022-02-13T18:00:41.266368
1991-076Q,44363,USA 72 DEB,US,1991-11-08,AFWTR,DEB,2019-07-25T07:21:29.287872
1981-038H,44434,TITAN 34B DEB,US,1981-04-24,AFWTR,DEB,2021-07-07T17:24:25.083648
1999-017H,44436,USA 142 DEB,US,1999-04-09,AFETR,DEB,2024-08-27T05:09:39.703104
1989-061BX,44524,USA 40 R/B DEB,US,1989-08-08,AFETR,DEB,2025-01-17T03:14:44.413728
2010-057BM,44527,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2025-01-17T19:09:22.457376
2010-041X,44540,SL-12 DEB,CIS,2010-09-02,TYMSC,DEB,2022-04-29T18:06:33.742944
2010-041Y,44541,SL-12 DEB,CIS,2010-09-02,TYMSC,DEB,2023-11-11T04:42:08.733888
2010-041Z,44554,SL-12 DEB,CIS,2010-09-02,TYMSC,DEB,2019-11-09T20:14:10.162752
2010-041AA,44555,SL-12 DEB,CIS,2010-09-02,TYMSC,DEB,2020-01-03T19:28:23.946528
2010-041AB,44556,SL-12 DEB,CIS,2010-09-02,TYMSC,DEB,2019-10-16T09:53:20.595552
2010-041AC,44557,SL-12 DEB,CIS,2010-09-02,TYMSC,DEB,2019-10-06T23:01:00.058080
2010-041AD,44558,SL-12 DEB,CIS,2010-09-02,TYMSC,DEB,2019-10-10T01:56:24.802368
2010-041AE,44559,SL-12 DEB,CIS,2010-09-02,TYMSC,DEB,2022-02-25T19:10:11.895456
2010-041AG,44561,SL-12 DEB,CIS,2010-09-02,TYMSC,DEB,2019-10-19T11:01:56.409888
2010-041AH,44562,SL-12 DEB,CIS,2010-09-02,TYMSC,DEB,2019-12-11T07:01:15.673728
2010-041AJ,44563,SL-12 DEB,CIS,2010-09-02,TYMSC,DEB,2019-11-18T07:08:27.715200
1974-029E,44566,COSMOS 651 DEB,CIS,1974-05-15,TYMSC,DEB,2020-06-16T18:10:13.934208
2007-011C,44590,CZ-3A DEB,PRC,2007-04-13,XICLF,DEB,2024-02-05T18:03:29.994336
2007-011D,44591,CZ-3A DEB,PRC,2007-04-13,XICLF,DEB,2020-05-26T02:24:00.000000
2011-021D,44596,BREEZE-M DEB,CIS,2011-05-20,TYMSC,DEB,2023-12-19T03:20:15.679104
2018-079P,44653,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,DEB,2025-01-24T14:24:27.374976
2018-079T,44657,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,DEB,2021-09-25T00:27:28.762560
2018-079AA,44664,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,DEB,2024-07-08T04:09:51.153408
2018-079AB,44665,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,DEB,2023-03-04T07:33:54.217440
2018-079AF,44669,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,DEB,2019-10-29T00:50:32.843904
2018-079AH,44671,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,DEB,2024-02-14T09:18:40.057632
2018-079AJ,44672,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,DEB,2021-11-21T11:59:58.611552
2018-079AT,44681,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,DEB,2024-08-07T01:01:05.713536
2018-079BH,44695,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,DEB,2019-11-04T01:08:42.010944
2014-055CE,44846,ATLAS 5 CENTAUR DEB,US,2014-09-17,AFETR,DEB,2024-07-18T10:46:41.524608
2014-055CF,44847,ATLAS 5 CENTAUR DEB,US,2014-09-17,AFETR,DEB,2020-05-22T12:00:00.000000
2010-041AK,44870,SL-12 DEB,CIS,2010-09-02,TYMSC,DEB,2021-12-03T00:40:11.127648
2010-041AL,44871,SL-12 DEB,CIS,2010-09-02,TYMSC,DEB,2023-01-12T23:31:09.434784
2010-041AM,44872,SL-12 DEB,CIS,2010-09-02,TYMSC,DEB,2022-03-26T10:19:58.528128
2010-007AQ,44892,SL-12 DEB,CIS,2010-03-01,TYMSC,DEB,2020-02-19T19:19:54.767136
2014-055CK,44894,ATLAS 5 CENTAUR DEB,US,2014-09-17,AFETR,DEB,2024-05-31T23:17:26.104992
2018-079BL,44897,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,DEB,2024-07-15T16:45:40.987584
2018-079BM,44898,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,DEB,2020-01-14T20:51:20.983968
2018-079BN,44899,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,DEB,2021-06-04T04:32:26.534400
2013-076G,44913,COSMOS 2491 DEB,CIS,2013-12-25,PLMSC,DEB,2020-01-27T18:15:05.040000
2018-079BQ,44981,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,DEB,2024-10-12T03:43:31.583424
2018-079BR,44985,ATLAS 5 CENTAUR DEB,US,2018-10-17,AFETR,DEB,2024-06-30T02:29:17.176992
2013-076J,44988,COSMOS 2491 DEB,CIS,2013-12-25,PLMSC,DEB,2020-02-15T14:26:24.604224
2013-076K,44989,COSMOS 2491 DEB,CIS,2013-12-25,PLMSC,DEB,2020-02-12T01:31:46.437024
2013-076L,44990,COSMOS 2491 DEB,CIS,2013-12-25,PLMSC,DEB,2020-01-31T17:08:59.973792
2013-076M,44991,COSMOS 2491 DEB,CIS,2013-12-25,PLMSC,DEB,2020-01-28T16:24:51.440544
2013-076P,44993,COSMOS 2491 DEB,CIS,2013-12-25,PLMSC,DEB,2020-02-09T02:23:00.733920
2013-076Q,44994,COSMOS 2491 DEB,CIS,2013-12-25,PLMSC,DEB,2020-01-30T04:03:22.110624
2019-039Q,44999,COSMOS 2535 DEB,CIS,2019-07-10,PLMSC,DEB,2020-01-15T02:05:15.717408
2019-039S,45001,COSMOS 2535 DEB,CIS,2019-07-10,PLMSC,DEB,2020-01-14T09:02:37.082112
2019-039AC,45011,COSMOS 2535 DEB,CIS,2019-07-10,PLMSC,DEB,2020-01-14T02:09:32.540544
2019-039AF,45014,COSMOS 2535 DEB,CIS,2019-07-10,PLMSC,DEB,2020-01-14T14:57:56.325312
2013-076T,45030,COSMOS 2491 DEB,CIS,2013-12-25,PLMSC,DEB,2023-12-08T17:38:54.373920
2013-076U,45031,COSMOS 2491 DEB,CIS,2013-12-25,PLMSC,DEB,2023-06-28T01:21:25.902720
2013-076V,45032,COSMOS 2491 DEB,CIS,2013-12-25,PLMSC,DEB,2020-01-27T17:20:03.401376
2013-076W,45033,COSMOS 2491 DEB,CIS,2013-12-25,PLMSC,DEB,2021-08-24T04:16:23.474208
2009-070M,45034,SL-12 DEB,CIS,2009-12-14,TYMSC,DEB,2020-02-19T01:14:06.618336
2009-070P,45036,SL-12 DEB,CIS,2009-12-14,TYMSC,DEB,2021-05-26T13:30:46.284480
1993-036BWS,45039,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2024-08-14T08:46:39.434016
2009-070R,45040,SL-12 DEB,CIS,2009-12-14,TYMSC,DEB,2021-12-12T10:28:47.667648
2019-095D,45042,BLOCK DM-SL DEB,CIS,2019-12-24,TYMSC,DEB,2022-08-31T03:39:17.430048
2013-076X,45108,COSMOS 2491 DEB,CIS,2013-12-25,PLMSC,DEB,2020-08-04T06:39:00.973440
2013-076Y,45109,COSMOS 2491 DEB,CIS,2013-12-25,PLMSC,DEB,2020-02-29T01:08:52.803168
2013-076AA,45128,COSMOS 2491 DEB,CIS,2013-12-25,PLMSC,DEB,2024-08-09T13:10:21.949824
2013-076AE,45173,COSMOS 2491 DEB,CIS,2013-12-25,PLMSC,DEB,2022-06-07T06:35:58.770528
2009-070S,45243,SL-12 DEB,CIS,2009-12-14,TYMSC,DEB,2022-03-20T19:45:52.618752
1991-056BT,45329,SL-14 DEB,CIS,1991-08-15,PLMSC,DEB,2020-03-13T02:15:20.945088
1991-056CG,45347,SL-14 DEB,CIS,1991-08-15,PLMSC,DEB,2023-12-22T08:02:29.485536
2010-041AN,45349,SL-12 DEB,CIS,2010-09-02,TYMSC,DEB,2022-04-09T12:43:53.553216
1991-056CN,45354,SL-14 DEB,CIS,1991-08-15,PLMSC,DEB,2020-04-05T12:43:25.791168
1991-056CT,45459,SL-14 DEB,CIS,1991-08-15,PLMSC,DEB,2024-09-27T03:46:02.339328
1961-028M,45467,MIDAS 4 DEB,US,1961-10-21,AFWTR,DEB,2020-11-28T14:05:19.258080
2016-004D,45488,INTELSAT 29E DEB,ITSO,2016-01-27,FRGUI,DEB,2021-11-07T21:15:44.346816
2010-041AP,45493,SL-12 DEB,CIS,2010-09-02,TYMSC,DEB,2022-01-15T21:15:27.122976
2010-041AQ,45494,SL-12 DEB,CIS,2010-09-02,TYMSC,DEB,2022-10-24T18:00:25.494912
2010-041AR,45495,SL-12 DEB,CIS,2010-09-02,TYMSC,DEB,2021-10-30T01:16:22.494432
2010-041AS,45496,SL-12 DEB,CIS,2010-09-02,TYMSC,DEB,2021-11-07T02:30:25.880544
2010-041AT,45497,SL-12 DEB,CIS,2010-09-02,TYMSC,DEB,2022-09-19T21:11:15.660096
2010-041AU,45498,SL-12 DEB,CIS,2010-09-02,TYMSC,DEB,2021-11-05T08:59:56.890464
2010-041AV,45499,SL-12 DEB,CIS,2010-09-02,TYMSC,DEB,2022-11-20T13:01:48.745056
1972-022F,45503,METEOR 1-11 DEB,CIS,1972-03-30,PLMSC,DEB,2023-03-31T07:02:51.308160
1979-095CQ,45508,METEOR 2-5 DEB,CIS,1979-10-31,PLMSC,DEB,2024-01-01T14:25:23.067552
1979-095CU,45512,METEOR 2-5 DEB,CIS,1979-10-31,PLMSC,DEB,2024-11-12T12:39:50.796864
1979-095CV,45513,METEOR 2-5 DEB,CIS,1979-10-31,PLMSC,DEB,2024-09-15T05:07:39.985536
1984-069AM,45516,COSMOS 1579 COOLANT,CIS,1984-06-29,TYMSC,DEB,2024-01-05T22:07:21.694368
1985-100E,45519,METEOR 3-1 DEB,CIS,1985-10-24,PLMSC,DEB,2024-09-22T21:08:08.250720
1985-100F,45520,METEOR 3-1 DEB,CIS,1985-10-24,PLMSC,DEB,2023-11-09T06:47:19.002048
2011-037J,45615,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-01-31T15:55:42.250080
2011-037U,45628,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2021-02-01T07:18:55.465632
2011-037V,45629,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-09-17T16:02:57.221376
2011-037AG,45640,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2024-11-25T20:36:57.681216
2011-037AN,45646,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-06-25T16:30:17.039808
2011-037AU,45810,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2021-09-04T22:07:20.165088
2011-037AW,45812,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2023-06-14T22:30:09.130752
2011-037BB,45817,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2021-07-08T19:37:43.282848
2011-037BF,45821,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2021-01-08T04:03:24.684480
2011-037BL,45826,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-04-21T03:13:37.029504
2011-037BN,45828,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-07-14T09:30:29.832768
2011-037BS,45832,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2023-01-03T10:52:29.646624
2011-037BY,45838,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-12-02T05:39:58.159584
2011-037CD,45843,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2024-10-24T03:23:59.741952
2011-037CE,45844,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-11-19T11:02:00.125952
2011-037CF,45845,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-01-29T10:07:31.575072
2011-037CG,45846,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2023-01-08T14:11:44.817216
2011-037CJ,45848,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2023-08-18T13:33:04.859712
1991-015R,45855,ARIANE 44LP DEB,FR,1991-03-02,FRGUI,DEB,2023-02-25T05:59:17.855808
2011-037CP,45865,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2021-06-16T14:42:50.879232
2011-037CQ,45866,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2021-06-03T21:55:58.140768
2011-037CS,45868,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2024-10-04T10:41:30.899328
2011-037CT,45869,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2021-09-07T01:07:00.396768
2011-037CU,45870,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2021-01-27T00:55:59.542176
2011-037CV,45871,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-08-18T01:48:22.717152
2011-037CY,45879,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2024-11-19T18:02:40.363584
2011-037CZ,45880,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2021-07-15T20:47:50.504928
2011-037DA,45881,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-09-18T02:20:17.157984
2011-037DB,45882,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2021-06-27T04:42:26.849376
2011-037DC,45883,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-04-09T02:11:36.137472
2011-037DD,45884,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2023-12-21T01:54:55.731744
2011-037DG,45887,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2023-07-08T19:15:43.380288
2011-037DM,45892,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2021-01-24T22:50:16.745280
2011-037DN,45893,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-03-08T14:08:37.369824
2011-037DQ,45895,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-08-25T10:31:13.343232
2011-037DR,45896,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-08-31T03:42:29.702016
2011-037DS,45897,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2021-01-31T20:50:58.262496
2011-037DT,45898,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-08-27T08:24:56.482272
2011-037DV,45900,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-03-03T16:03:17.163360
2011-037DY,45903,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-08-22T13:01:07.686912
2011-037EA,45905,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-05-17T01:33:33.728544
2011-037EC,45907,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-06-13T17:31:15.888000
2011-037EG,45911,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-03-08T00:29:25.793088
2011-037EH,45912,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2023-01-11T06:32:01.486752
2011-037EJ,45913,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-07-20T01:37:49.597824
2011-037EK,45914,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-10-05T04:03:52.883712
2011-037EL,45922,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-03-30T00:53:55.554720
2011-037EP,45925,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-09-01T22:30:48.278592
2011-037EQ,45926,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-03-04T16:20:19.765248
2011-037ES,45928,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-08-02T09:34:09.041664
2011-037FA,45945,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-11-04T17:36:09.597888
2011-037FD,45948,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2023-07-14T21:20:10.017312
2011-037FE,45949,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-09-24T15:41:51.009504
2011-037FF,45950,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-09-01T17:11:36.820896
2011-037FK,45954,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2023-09-22T03:15:23.475168
2011-037FL,45955,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2023-02-16T11:32:13.576416
2011-037FM,45956,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2021-02-14T18:01:51.799872
2011-037FP,45958,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-08-20T06:59:26.458080
2011-037FS,45961,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-03-27T05:52:04.009440
2011-037FW,45965,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2021-07-21T12:31:28.525152
2011-037FX,45966,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-08-20T11:58:57.374688
2011-037FZ,45968,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2021-08-31T02:29:01.609440
2011-037GB,45970,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-08-27T11:29:27.408480
2011-037GD,45972,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2021-07-06T16:37:19.458912
2011-037GE,45973,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-02-10T14:34:15.517920
2011-037GG,45975,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-09-14T23:23:49.108416
2011-037GH,45976,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2021-07-05T23:22:06.524832
2011-037GN,45981,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-06-19T17:56:05.888832
2011-037GQ,45989,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-11-16T23:23:19.171680
2011-037GS,45991,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2021-01-25T16:07:52.692960
2011-037GU,45993,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2021-08-17T15:51:18.524448
2011-037GW,45995,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-08-20T12:04:25.014720
2011-037GX,45996,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-01-19T22:37:11.565408
2011-037GY,45997,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-11-25T01:08:43.953216
2011-037GZ,45998,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-08-17T07:20:18.524544
2011-037HE,46003,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-03-31T07:31:00.394464
2011-037HF,46004,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-02-24T17:11:05.890560
2011-037HJ,46007,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2021-03-21T16:41:00.231648
2011-037HK,46008,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-01-25T01:12:53.055648
2011-037HL,46009,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-01-13T18:08:01.185792
2011-037HN,46011,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-02-07T17:49:39.560736
2011-037HP,46012,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-08-24T03:00:21.476448
2011-037HQ,46013,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-06-12T17:45:28.224000
2011-037HS,46015,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2025-01-19T01:32:47.717952
2011-037HT,46016,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-03-29T15:57:49.205376
2011-037HW,46019,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-08-30T18:40:55.308288
2011-037HX,46020,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-08-30T10:26:37.216608
2011-037HY,46021,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2021-02-16T09:37:29.085312
2011-037HZ,46022,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-03-31T06:30:42.573312
2011-037JA,46023,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-08-30T07:36:11.355840
2011-037JC,46093,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2021-03-18T18:20:29.618880
2011-037JD,46094,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-08-10T09:26:22.035840
2011-037JG,46097,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-04-20T22:15:59.960448
2011-037JJ,46099,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2024-08-23T14:16:53.192640
2011-037JK,46100,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-01-31T03:58:54.509952
2011-037JM,46102,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2021-08-06T17:42:10.220256
2011-037JN,46103,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-10-01T03:42:31.847328
2011-037JP,46104,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-08-10T06:54:02.223072
2011-037JR,46106,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-08-10T07:43:02.326944
2011-037JS,46107,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-09-11T19:43:48.788544
2011-037JT,46108,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-10-24T02:42:19.393344
2011-037JZ,46239,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-04-13T00:40:50.189088
2011-037KA,46240,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-04-21T06:21:18.567936
2011-037KB,46241,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-03-19T14:15:50.195808
2011-037KC,46242,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2023-04-13T11:23:17.656224
2011-037KE,46244,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2021-10-19T23:00:09.624672
2011-037KF,46245,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2023-04-23T17:10:39.129888
2011-037KG,46246,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-11-24T21:37:51.752352
2011-037KJ,46248,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-10-10T05:31:50.414304
2011-037KK,46249,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2021-08-02T21:46:42.146400
2011-037KL,46250,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2021-08-20T04:42:03.712320
2011-037KM,46251,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-10-24T22:51:13.359744
2011-037KQ,46254,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-08-29T05:11:48.017472
2011-037KR,46255,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-10-31T21:29:06.066240
2011-037KS,46256,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-11-08T04:52:24.146400
2011-037KT,46257,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-08-28T07:12:39.291264
2011-037KU,46258,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2021-08-21T13:35:27.268512
2011-037KV,46259,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2022-03-03T23:20:23.804736
2011-037KZ,46263,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-09-21T01:23:41.086752
2011-037LB,46323,FREGAT DEB,CIS,2011-07-18,TYMSC,DEB,2020-10-24T19:41:16.189728
