International Designator,NORAD Catalog Number,Satellite Name,Source,Launch Date,Launch Site,Object Type,Last Data
2007-003AM,40153,CZ-3A DEB,PRC,2007-02-02,XICLF,DEB,2009-09-24T13:48:20.011968
2007-003AN,40154,CZ-3A DEB,PRC,2007-02-02,XICLF,DEB,2009-07-25T22:47:59.841024
2007-003AP,40155,CZ-3A DEB,PRC,2007-02-02,XICLF,DEB,2024-07-30T05:23:27.414240
2007-003AQ,40156,CZ-3A DEB,PRC,2007-02-02,XICLF,DEB,2022-10-17T09:26:57.505632
2010-042L,40159,CZ-3B DEB,PRC,2010-09-04,XICLF,DEB,2024-11-20T23:56:40.632864
2010-042Q,40163,CZ-3B DEB,PRC,2010-09-04,XICLF,DEB,2024-05-08T04:51:34.380000
2010-042V,40168,CZ-3B DEB,PRC,2010-09-04,XICLF,DEB,2014-06-29T23:49:46.880544
2010-057AB,40173,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2014-01-06T07:35:52.167264
2010-057AD,40175,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2024-08-01T23:52:40.622304
2010-057AE,40176,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2023-10-29T07:45:17.078976
2010-057AF,40177,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2024-08-09T05:26:20.742144
2011-077D,40180,CZ-3B DEB,PRC,2011-12-19,XICLF,DEB,2023-12-17T09:11:46.157568
2011-077P,40190,CZ-3B DEB,PRC,2011-12-19,XICLF,DEB,2015-05-02T14:25:20.240544
2011-077Q,40191,CZ-3B DEB,PRC,2011-12-19,XICLF,DEB,2024-08-01T15:46:06.866688
2011-077R,40192,CZ-3B DEB,PRC,2011-12-19,XICLF,DEB,2015-01-25T02:51:53.333856
2012-008P,40204,CZ-3C DEB,PRC,2012-02-24,XICLF,DEB,2025-01-18T00:29:42.565920
2012-008Q,40205,CZ-3C DEB,PRC,2012-02-24,XICLF,DEB,2024-08-27T00:41:42.821376
1979-095CL,40213,METEOR 2-5 DEB,CIS,1979-10-31,PLMSC,DEB,2022-08-28T07:08:41.082144
1979-095CN,40215,METEOR 2-5 DEB,CIS,1979-10-31,PLMSC,DEB,2024-09-17T06:12:32.473152
1986-088E,40216,SCOUT G-1 DEB,US,1986-11-14,AFWTR,DEB,2024-04-03T00:46:35.939424
1993-036BVJ,40229,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2015-03-04T19:30:05.127840
1993-036BVQ,40235,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2023-01-28T22:52:17.676768
1993-036BVR,40236,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2024-10-19T16:52:27.020928
1993-036BVS,40237,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2024-11-17T16:16:23.894112
1994-029AGL,40244,PEGASUS DEB,US,1994-05-19,AFWTR,DEB,2024-10-08T17:59:34.369440
2008-046T,40245,SL-12 DEB,CIS,2008-09-25,TYMSC,DEB,2019-03-15T07:16:14.435040
1982-029P,40328,COSMOS 1348 DEB,CIS,1982-04-07,PLMSC,DEB,2019-04-18T05:00:12.113856
1991-009DZ,40357,SL-8 DEB,CIS,1991-02-12,PLMSC,DEB,2016-06-02T14:00:41.582304
2015-007B,40391,FALCON 9 R/B,US,2015-02-11,AFETR,R/B,2022-02-11T04:46:49.999584
1995-015BT,40475,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,DEB,2024-11-09T19:43:29.703648
1995-015BY,40480,DMSP 5D-2 F13 DEB,US,1995-03-24,AFWTR,DEB,2024-10-12T01:00:48.847392
1965-108DR,40551,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,DEB,2024-05-04T09:20:00.229056
1966-040BG,40643,NIMBUS 2 DEB,US,1966-05-15,AFWTR,DEB,2015-07-23T17:09:13.889376
2015-013F,40649,DELTA 4 DEB,US,2015-03-25,AFETR,DEB,2016-04-21T22:12:26.561952
1999-025EWN,40682,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2015-07-03T04:42:35.420256
1999-025EWQ,40684,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-21T21:59:51.945216
1999-025EWR,40685,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2023-11-12T10:52:19.939584
1999-025EWS,40686,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2021-09-21T11:48:05.356224
1999-025EWT,40687,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2016-11-13T02:30:48.835296
1999-025EWY,40692,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-04-16T16:07:21.914688
1999-025EWZ,40693,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-28T19:05:26.903328
1999-025EXA,40694,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2021-10-25T08:22:40.893888
1984-072L,40709,METEOR 2-11 DEB,CIS,1984-07-05,PLMSC,DEB,2025-01-01T11:34:08.480640
1993-055D,40711,METEOR 2-21 DEB,CIS,1993-08-31,PLMSC,DEB,2022-10-21T02:54:25.275168
1993-055E,40712,METEOR 2-21 DEB,CIS,1993-08-31,PLMSC,DEB,2022-03-07T06:54:38.781504
1976-077FW,40753,DELTA 1 DEB,US,1976-07-29,AFWTR,DEB,2015-11-20T10:16:07.306176
1976-077GC,40759,DELTA 1 DEB,US,1976-07-29,AFWTR,DEB,2025-02-02T22:02:46.981248
1976-077GD,40760,DELTA 1 DEB,US,1976-07-29,AFWTR,DEB,2015-10-10T07:21:03.373056
1976-077GL,40767,DELTA 1 DEB,US,1976-07-29,AFWTR,DEB,2015-07-04T19:30:40.970016
1976-077GN,40769,DELTA 1 DEB,US,1976-07-29,AFWTR,DEB,2023-12-06T21:23:57.225120
1976-077GP,40770,DELTA 1 DEB,US,1976-07-29,AFWTR,DEB,2024-01-03T17:35:21.588864
1976-077GR,40772,DELTA 1 DEB,US,1976-07-29,AFWTR,DEB,2024-04-21T18:55:45.115104
1976-077GS,40773,DELTA 1 DEB,US,1976-07-29,AFWTR,DEB,2024-03-11T03:18:58.145472
1979-104AC,40775,ARIANE 1 DEB,FR,1979-12-24,FRGUI,DEB,2024-07-05T20:56:42.232128
1979-104AD,40776,ARIANE 1 DEB,FR,1979-12-24,FRGUI,DEB,2022-11-15T05:18:37.518912
1979-104AG,40779,ARIANE 1 DEB,FR,1979-12-24,FRGUI,DEB,2024-11-02T07:07:11.697024
1979-104AK,40782,ARIANE 1 DEB,FR,1979-12-24,FRGUI,DEB,2022-11-25T06:30:15.156864
1989-006CC,40783,ARIANE 2 DEB,FR,1989-01-27,FRGUI,DEB,2024-08-29T15:44:28.735296
1989-006CD,40784,ARIANE 2 DEB,FR,1989-01-27,FRGUI,DEB,2019-06-14T19:01:50.496384
1989-006CE,40785,ARIANE 2 DEB,FR,1989-01-27,FRGUI,DEB,2024-02-20T18:54:34.646400
1989-006CF,40786,ARIANE 2 DEB,FR,1989-01-27,FRGUI,DEB,2020-01-19T07:29:34.291680
1994-085AA,40789,SL-19 DEB,CIS,1994-12-26,TYMSC,DEB,2023-06-08T15:17:33.156384
1994-085AC,40791,SL-19 DEB,CIS,1994-12-26,TYMSC,DEB,2016-02-01T15:22:40.399104
1993-036BVY,40795,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2022-09-11T23:53:49.255008
1993-036BWB,40798,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2024-10-26T01:53:26.818368
1993-036BWL,40807,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2023-01-04T02:52:33.958272
1993-036BWQ,40811,COSMOS 2251 DEB,CIS,1993-06-16,PLMSC,DEB,2022-03-24T04:47:40.234272
2010-042Y,40815,CZ-3B DEB,PRC,2010-09-04,XICLF,DEB,2024-04-04T15:56:08.771424
2010-057AH,40816,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2024-10-24T10:21:09.959328
2010-057AM,40820,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2015-10-12T12:01:13.571328
2010-057AN,40821,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2016-03-18T03:15:41.984640
2010-057AP,40822,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2023-04-06T11:07:54.104160
2010-057AR,40824,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2017-04-25T04:30:05.062176
2010-057AS,40825,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2018-10-01T20:11:08.834208
2010-057AT,40826,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2017-08-26T20:27:05.163840
2010-057AU,40827,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2017-08-20T01:56:15.514368
2010-057AV,40828,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2015-07-22T06:43:42.029184
2010-057AW,40829,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2023-12-15T21:39:55.265472
2010-057AX,40830,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2015-10-09T06:10:55.113312
2010-057AY,40831,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2019-02-06T05:56:50.542080
2010-057AZ,40832,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2024-11-02T04:32:33.696960
2010-057BA,40833,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2015-09-12T11:25:20.554176
2010-057BC,40835,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2020-09-11T22:58:03.047808
2010-057BD,40836,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2015-09-13T06:39:16.580736
2010-057BE,40837,CZ-3C DEB,PRC,2010-10-31,XICLF,DEB,2016-02-08T03:19:38.443296
2011-077T,40838,CZ-3B DEB,PRC,2011-12-19,XICLF,DEB,2024-06-18T20:07:48.961632
2011-077Z,40844,CZ-3B DEB,PRC,2011-12-19,XICLF,DEB,2022-05-27T13:27:13.215168
2011-077AB,40846,CZ-3B DEB,PRC,2011-12-19,XICLF,DEB,2017-12-13T06:18:49.285152
2011-077AC,40847,CZ-3B DEB,PRC,2011-12-19,XICLF,DEB,2023-03-11T11:43:54.861888
2012-008U,40854,CZ-3C DEB,PRC,2012-02-24,XICLF,DEB,2024-04-07T16:18:54.530784
2012-008X,40857,CZ-3C DEB,PRC,2012-02-24,XICLF,DEB,2023-07-18T05:05:49.139520
2012-008Z,40859,CZ-3C DEB,PRC,2012-02-24,XICLF,DEB,2021-11-30T18:26:54.256992
2012-008AA,40860,CZ-3C DEB,PRC,2012-02-24,XICLF,DEB,2021-08-21T07:38:25.499616
2012-008AB,40861,CZ-3C DEB,PRC,2012-02-24,XICLF,DEB,2024-11-07T21:10:17.355648
2012-008AC,40862,CZ-3C DEB,PRC,2012-02-24,XICLF,DEB,2017-01-10T17:07:21.526176
2012-008AE,40864,CZ-3C DEB,PRC,2012-02-24,XICLF,DEB,2023-06-21T21:49:06.889728
2012-008AF,40865,CZ-3C DEB,PRC,2012-02-24,XICLF,DEB,2022-10-18T00:39:47.575008
2012-008AG,40866,CZ-3C DEB,PRC,2012-02-24,XICLF,DEB,2017-02-13T15:34:39.947808
2012-008AH,40867,CZ-3C DEB,PRC,2012-02-24,XICLF,DEB,2024-10-24T00:27:56.861568
2012-008AL,40870,CZ-3C DEB,PRC,2012-02-24,XICLF,DEB,2024-06-13T22:06:16.178112
2015-039D,40877,ARIANE 5 DEB [SYLDA],FR,2015-08-20,FRGUI,DEB,2024-09-28T23:52:35.950656
1982-118G,40914,DMSP 5D-2 F6 DEB,US,1982-12-21,AFWTR,DEB,2024-10-08T08:53:38.505120
2015-052B,40931,LAPAN-A2,INDO,2015-09-28,SRILR,PAY+,2025-02-07T19:39:12.850272
2015-052C,40932,LEMUR-2-JOEL,US,2015-09-28,SRILR,PAY-,2024-01-05T07:04:58.892448
2015-052D,40933,LEMUR-2-CHRIS,US,2015-09-28,SRILR,PAY-,2024-02-19T08:18:26.573760
2015-052E,40934,LEMUR-2-JEROEN,US,2015-09-28,SRILR,PAY-,2024-01-04T11:16:05.772000
2015-052F,40935,LEMUR-2-PETER,US,2015-09-28,SRILR,PAY-,2024-01-06T08:13:36.472800
2015-052G,40936,EXACTVIEW 9,CA,2015-09-28,SRILR,PAY+,2024-01-06T01:52:58.658016
2015-052H,40937,PSLV R/B,IND,2015-09-28,SRILR,R/B,2024-01-05T13:54:31.588992
2008-066D,40987,FENGYUN 2E DEB,PRC,2008-12-23,XICLF,DEB,2025-01-28T10:47:27.475584
2015-044C,40991,ATLAS 5 CENTAUR DEB,US,2015-09-02,AFETR,DEB,2017-10-08T21:07:29.020800
1997-051ABH,40995,IRIDIUM 33 DEB,US,1997-09-14,TYMSC,DEB,2022-04-14T04:44:57.230304
1999-025EXD,40999,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-09-18T09:03:17.938080
1999-025EXE,41000,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-01T06:09:23.662368
1999-025EXF,41001,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-09-18T21:07:36.282720
1999-025EXG,41002,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2023-05-05T07:48:40.037760
1999-025EXJ,41004,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2018-09-02T13:44:07.078560
1999-025EXK,41005,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2023-02-16T02:56:41.413920
1999-025EXM,41007,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-10-08T18:36:03.866400
1999-025EXP,41009,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-05-24T14:34:16.511520
1999-025EXQ,41010,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-10-11T09:55:20.294112
1999-025EXS,41012,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2018-06-20T10:09:52.988544
1999-025EXT,41013,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-05-07T10:06:16.276608
1999-025EXU,41014,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2022-10-17T04:59:04.241472
1999-025EXW,41016,FENGYUN 1C DEB,PRC,1999-05-10,TAISC,DEB,2024-10-08T12:28:36.806880
1980-085N,41117,COSMOS 1217 DEB,CIS,1980-10-24,PLMSC,DEB,2025-01-22T06:43:42.358368
2011-077AK,41120,CZ-3B DEB,PRC,2011-12-19,XICLF,DEB,2019-07-29T18:23:28.574016
2000-055CJ,41151,NOAA 16 DEB,US,2000-09-21,AFWTR,DEB,2024-10-08T05:35:15.623808
2000-055EB,41222,NOAA 16 DEB,US,2000-09-21,AFWTR,DEB,2020-12-01T07:51:31.341312
2016-003A,41241,IRNSS-1E,IND,2016-01-20,SRILR,PAY+,2025-01-18T13:25:20.991936
2012-026J,41322,BREEZE-M DEB,CIS,2012-05-17,TYMSC,DEB,2020-09-17T07:22:07.570848
2012-026L,41324,BREEZE-M DEB,CIS,2012-05-17,TYMSC,DEB,2023-10-28T07:05:50.570880
2000-055HP,41346,NOAA 16 DEB,US,2000-09-21,AFWTR,DEB,2024-05-11T00:45:04.725216
2000-055LP,41491,NOAA 16 DEB,US,2000-09-21,AFWTR,DEB,2024-10-11T06:05:41.129664
2000-055LV,41497,NOAA 16 DEB,US,2000-09-21,AFWTR,DEB,2019-08-16T23:01:17.637024
2000-055MF,41507,NOAA 16 DEB,US,2000-09-21,AFWTR,DEB,2024-10-24T19:50:33.503424
2000-055MY,41524,NOAA 16 DEB,US,2000-09-21,AFWTR,DEB,2016-08-27T00:06:21.144096
2000-055NB,41527,NOAA 16 DEB,US,2000-09-21,AFWTR,DEB,2023-04-24T17:49:40.235520
2000-055NE,41530,NOAA 16 DEB,US,2000-09-21,AFWTR,DEB,2022-09-22T13:53:00.256416
2015-075F,41545,BREEZE-M DEB,CIS,2015-12-13,TYMSC,DEB,2017-11-10T20:34:57.802944
2015-075G,41546,BREEZE-M DEB,CIS,2015-12-13,TYMSC,DEB,2024-01-03T05:46:19.994016
2008-067K,41561,SL-12 DEB,CIS,2008-12-25,TYMSC,DEB,2022-02-14T22:13:05.752128
2008-067N,41642,SL-12 DEB,CIS,2008-12-25,TYMSC,DEB,2023-01-19T02:27:31.076064
2008-067P,41643,SL-12 DEB,CIS,2008-12-25,TYMSC,DEB,2019-01-19T06:16:22.878624
2008-067R,41645,SL-12 DEB,CIS,2008-12-25,TYMSC,DEB,2021-09-15T14:37:58.741824
2008-067S,41646,SL-12 DEB,CIS,2008-12-25,TYMSC,DEB,2016-10-23T05:58:31.321632
2008-067T,41647,SL-12 DEB,CIS,2008-12-25,TYMSC,DEB,2019-03-09T20:27:23.726880
2008-067U,41648,SL-12 DEB,CIS,2008-12-25,TYMSC,DEB,2016-09-12T07:53:14.430336
2008-067V,41649,SL-12 DEB,CIS,2008-12-25,TYMSC,DEB,2018-11-20T09:25:31.077984
2008-067W,41650,SL-12 DEB,CIS,2008-12-25,TYMSC,DEB,2020-12-29T22:15:14.831136
2008-067X,41651,SL-12 DEB,CIS,2008-12-25,TYMSC,DEB,2016-09-30T10:20:23.353440
1994-076J,41675,SL-12 DEB,CIS,1994-11-20,TYMSC,DEB,2024-02-13T01:57:24.898752
2007-052H,41676,SL-12 DEB,CIS,2007-10-26,TYMSC,DEB,2023-07-09T20:26:58.163712
2007-052K,41678,SL-12 DEB,CIS,2007-10-26,TYMSC,DEB,2016-09-29T06:55:33.913344
2007-052L,41679,SL-12 DEB,CIS,2007-10-26,TYMSC,DEB,2020-11-20T01:53:12.348096
2007-052M,41680,SL-12 DEB,CIS,2007-10-26,TYMSC,DEB,2016-12-07T02:09:20.582784
2007-052P,41682,SL-12 DEB,CIS,2007-10-26,TYMSC,DEB,2018-02-11T23:57:14.168160
2007-052R,41684,SL-12 DEB,CIS,2007-10-26,TYMSC,DEB,2021-03-23T05:00:34.169184
2007-052S,41685,SL-12 DEB,CIS,2007-10-26,TYMSC,DEB,2017-04-29T20:23:53.278080
2007-052T,41686,SL-12 DEB,CIS,2007-10-26,TYMSC,DEB,2021-01-24T05:57:48.760128
2007-052V,41688,SL-12 DEB,CIS,2007-10-26,TYMSC,DEB,2021-01-28T12:14:06.891936
2007-052W,41689,SL-12 DEB,CIS,2007-10-26,TYMSC,DEB,2018-02-06T18:42:46.067904
2007-052X,41690,SL-12 DEB,CIS,2007-10-26,TYMSC,DEB,2018-04-21T11:22:52.296960
2007-052Y,41691,SL-12 DEB,CIS,2007-10-26,TYMSC,DEB,2021-05-24T00:48:11.480544
2007-052AB,41694,SL-12 DEB,CIS,2007-10-26,TYMSC,DEB,2019-12-29T10:23:49.705152
2010-007N,41696,SL-12 DEB,CIS,2010-03-01,TYMSC,DEB,2024-10-11T15:01:59.528352
2010-007P,41697,SL-12 DEB,CIS,2010-03-01,TYMSC,DEB,2024-09-12T19:09:24.119712
2010-007Q,41698,SL-12 DEB,CIS,2010-03-01,TYMSC,DEB,2023-02-27T17:07:52.796064
2010-007T,41701,SL-12 DEB,CIS,2010-03-01,TYMSC,DEB,2021-11-07T00:48:16.126272
2010-007U,41702,SL-12 DEB,CIS,2010-03-01,TYMSC,DEB,2019-06-25T10:31:26.565888
2010-007V,41703,SL-12 DEB,CIS,2010-03-01,TYMSC,DEB,2022-10-03T00:00:00.176256
2010-007W,41704,SL-12 DEB,CIS,2010-03-01,TYMSC,DEB,2024-07-09T16:53:34.184832
2000-055PU,41714,NOAA 16 DEB,US,2000-09-21,AFWTR,DEB,2023-03-24T06:53:51.588096
2009-055L,41743,WORLDVIEW-2 DEB,US,2009-10-08,AFWTR,DEB,2023-04-24T03:47:38.226912
2006-062K,41805,SL-12 DEB,CIS,2006-12-25,TYMSC,DEB,2021-03-20T22:20:33.664416
2006-062M,41807,SL-12 DEB,CIS,2006-12-25,TYMSC,DEB,2023-12-04T08:57:17.726976
2006-062N,41808,SL-12 DEB,CIS,2006-12-25,TYMSC,DEB,2016-12-07T17:25:45.037344
2006-062Q,41810,SL-12 DEB,CIS,2006-12-25,TYMSC,DEB,2018-12-01T19:08:47.048064
2006-062R,41811,SL-12 DEB,CIS,2006-12-25,TYMSC,DEB,2023-02-09T23:13:52.855968
1968-114N,42086,DELTA 1 DEB,US,1968-12-15,AFWTR,DEB,2024-11-14T04:41:59.056224
1968-114Q,42088,DELTA 1 DEB,US,1968-12-15,AFWTR,DEB,2024-09-30T02:05:48.628032
1968-114R,42089,DELTA 1 DEB,US,1968-12-15,AFWTR,DEB,2023-09-06T01:46:07.838976
1968-114V,42093,DELTA 1 DEB,US,1968-12-15,AFWTR,DEB,2024-09-28T10:14:09.082464
1981-053PG,42096,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2024-08-27T17:24:12.494304
1981-053PR,42105,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2020-04-02T02:08:44.298240
1981-053PU,42108,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2017-09-29T09:33:49.860000
1981-053PW,42110,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2022-11-14T09:47:11.600160
1981-053PY,42112,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2024-11-11T15:52:56.992800
1981-053QC,42116,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2024-04-28T16:37:43.180032
1981-053QF,42119,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2024-10-23T08:15:38.905056
1981-053QH,42121,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2024-02-10T18:25:33.108384
1981-053QK,42123,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2023-12-21T18:27:37.861344
1981-053QP,42127,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2022-09-05T18:41:59.665920
1981-053QT,42131,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2024-10-27T07:15:04.825152
1981-053QU,42132,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2024-03-22T17:54:43.278336
1981-053QX,42135,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2024-03-14T00:46:02.890560
1981-053QZ,42137,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2017-08-16T20:01:03.258336
1981-053RA,42138,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2021-12-18T00:20:00.033792
1981-053RB,42139,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2024-09-21T12:47:00.558240
1981-053RD,42141,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2024-06-11T12:48:57.972384
1981-053RQ,42152,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2022-10-13T11:11:17.357568
1981-053RV,42157,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2022-11-21T09:18:08.273664
1981-053RY,42160,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2022-09-04T00:23:32.093088
1981-053RZ,42161,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2024-07-04T00:02:37.660992
1981-053SB,42163,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2016-05-10T02:07:58.693728
1981-053SD,42165,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2023-11-24T14:57:59.179104
1981-053SG,42168,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2024-08-31T04:22:36.641856
1981-053SH,42169,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2024-05-06T01:14:44.823552
1981-053SM,42173,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2023-09-06T09:13:05.989440
1981-053SR,42177,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2022-09-23T11:19:01.847424
1981-053SZ,42185,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2024-07-03T12:21:46.156320
1981-053TA,42186,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2022-10-16T19:10:08.043744
1981-053TE,42190,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2022-09-28T05:00:58.334400
1981-053TK,42195,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2024-10-03T23:00:18.480672
1981-053TL,42196,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2024-03-24T20:38:22.288416
1981-053TN,42198,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2024-10-12T00:33:06.388704
1981-053TR,42201,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2024-09-02T13:22:52.029696
1981-053TX,42207,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2023-10-23T10:53:56.253120
1981-053TY,42208,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2017-07-23T19:27:29.828160
1981-053UE,42214,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2023-11-19T16:55:58.319040
1981-053UG,42216,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2024-09-12T19:19:25.197600
1981-053UK,42219,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2022-09-04T10:39:30.535488
1981-053UN,42222,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2024-06-10T21:30:29.033568
1981-053UT,42227,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2023-03-24T06:45:17.430336
1981-053UY,42232,COSMOS 1275 DEB,CIS,1981-06-04,PLMSC,DEB,2024-05-07T12:57:13.653504
1993-016CN,42234,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-09-12T10:50:22.458912
1993-016CP,42235,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-11-30T05:30:27.312192
1993-016CQ,42236,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2018-12-29T20:38:37.669344
1993-016CR,42237,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-11-27T00:24:57.169440
1993-016CS,42238,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2023-03-16T01:30:25.804224
1993-016CU,42240,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-10-21T12:55:08.531616
1993-016CV,42241,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2018-07-19T03:34:39.668736
1993-016CW,42242,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-10-22T01:11:56.150880
1993-016CX,42243,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-11-16T16:16:18.679008
1993-016CY,42244,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2018-05-20T08:40:14.350944
1993-016CZ,42245,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2023-10-11T20:04:06.780576
1993-016DA,42246,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2024-05-08T14:48:21.834432
1993-016DB,42247,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2024-06-28T02:08:28.566528
1993-016DC,42248,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-08-29T17:36:10.664928
1993-016DD,42249,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2017-12-21T08:51:52.093152
1993-016DG,42252,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2024-08-25T10:39:01.763424
1993-016DJ,42254,SL-16 DEB,CIS,1993-03-26,TYMSC,DEB,2022-09-22T10:56:06.481248
